STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,IND,Variable,SEC,ISIC4,SCL,Size Class,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,35,"Electricity, gas, steam and air conditioning supply",TOTAL,Total,2016,,15.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,90_93,"Arts, entertainment and recreation",TOTAL,Total,2016,,15.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,45_82,Services of the business economy,TOTAL,Total,2016,,11.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,05_09,Mining and quarrying,TOTAL,Total,2016,,9.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,36_39,"Water supply; sewerage, waste management and remediation activities",TOTAL,Total,2016,,5.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,35,"Electricity, gas, steam and air conditioning supply",TOTAL,Total,2016,,3.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),05_09,Mining and quarrying,TOTAL,Total,2011,,124,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),77_82,Administrative and support service activities,TOTAL,Total,2011,,5770,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),90_93,"Arts, entertainment and recreation",TOTAL,Total,2011,,1080,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),64_66,Financial and insurance activities,TOTAL,Total,2011,,1422,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),36_39,"Water supply; sewerage, waste management and remediation activities",TOTAL,Total,2011,,427,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),45_82,Services of the business economy,TOTAL,Total,2011,,64341,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),58_63,Information and communication,TOTAL,Total,2011,,3482,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),45_82,Services of the business economy,TOTAL,Total,2011,,91602,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),10_33,Manufacturing,TOTAL,Total,2020,,27522,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),90_93,"Arts, entertainment and recreation",TOTAL,Total,2020,,4500,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),35,"Electricity, gas, steam and air conditioning supply",TOTAL,Total,2020,,1054,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),36_39,"Water supply; sewerage, waste management and remediation activities",TOTAL,Total,2020,,580,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),77_82,Administrative and support service activities,TOTAL,Total,2020,,8642,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),05_09,Mining and quarrying,TOTAL,Total,2019,,81,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),77_82,Administrative and support service activities,TOTAL,Total,2019,,8440,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),90_93,"Arts, entertainment and recreation",TOTAL,Total,2019,,3040,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),64_66,Financial and insurance activities,TOTAL,Total,2019,,1260,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),36_39,"Water supply; sewerage, waste management and remediation activities",TOTAL,Total,2019,,316,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),45_82,Services of the business economy,TOTAL,Total,2019,,109759,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),45_82,Services of the business economy,TOTAL,Total,2019,,164040,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),45_82,Services of the business economy,TOTAL,Total,2018,,155765,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),45_82,Services of the business economy,TOTAL,Total,2018,,105173,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),86_88,Human health and social work activities,TOTAL,Total,2018,,2537,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),35,"Electricity, gas, steam and air conditioning supply",TOTAL,Total,2018,,162,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),05_09,Mining and quarrying,TOTAL,Total,2013,,76,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),64_66,Financial and insurance activities,TOTAL,Total,2013,,2349,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),10_33,Manufacturing,TOTAL,Total,2013,,33758,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),36_39,"Water supply; sewerage, waste management and remediation activities",TOTAL,Total,2013,,544,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),90_93,"Arts, entertainment and recreation",TOTAL,Total,2013,,1975,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),77_82,Administrative and support service activities,TOTAL,Total,2013,,4669,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),35,"Electricity, gas, steam and air conditioning supply",TOTAL,Total,2013,,200,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),86_88,Human health and social work activities,TOTAL,Total,2017,,2553,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),35,"Electricity, gas, steam and air conditioning supply",TOTAL,Total,2017,,124,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),10_33,Manufacturing,TOTAL,Total,2017,,22329,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),10_33,Manufacturing,TOTAL,Total,2012,,33555,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),90_93,"Arts, entertainment and recreation",TOTAL,Total,2012,,1624,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),77_82,Administrative and support service activities,TOTAL,Total,2012,,4497,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),35,"Electricity, gas, steam and air conditioning supply",TOTAL,Total,2012,,176,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),36_39,"Water supply; sewerage, waste management and remediation activities",TOTAL,Total,2012,,572,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),77_82,Administrative and support service activities,TOTAL,Total,2012,,6068,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),90_93,"Arts, entertainment and recreation",TOTAL,Total,2012,,1131,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),05_09,Mining and quarrying,TOTAL,Total,2012,,126,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),36_39,"Water supply; sewerage, waste management and remediation activities",TOTAL,Total,2012,,445,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),64_66,Financial and insurance activities,TOTAL,Total,2012,,1348,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),86_88,Human health and social work activities,TOTAL,Total,2014,,4899,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),64_66,Financial and insurance activities,TOTAL,Total,2014,,1696,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),05_09,Mining and quarrying,TOTAL,Total,2014,,92,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),10_33,Manufacturing,TOTAL,Total,2016,,22569,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),58_63,Information and communication,TOTAL,Total,2016,,4147,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),58_63,Information and communication,TOTAL,Total,2016,,7001,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),58_63,Information and communication,TOTAL,Total,2015,,6598,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),58_63,Information and communication,TOTAL,Total,2015,,4055,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),86_88,Human health and social work activities,TOTAL,Total,2015,,4426,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,B_EMPL,Number of births (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2004,,83042,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,D_EMPL,Number of deaths (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2003,,95967,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,D_EMPL,Number of deaths (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,1995,,68792,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,B_EMPL,Number of births (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,1996,,90520,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,D_EMPL,Number of deaths (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2011,,79228,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),69_75,"Professional, scientific and technical activities",TOTAL,Total,2011,,8894,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),85,Education,TOTAL,Total,2013,,3703,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),94_96,Other service activities,TOTAL,Total,2020,,6818,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),49_53,Transportation and storage,TOTAL,Total,2020,,4716,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),94_96,Other service activities,TOTAL,Total,2019,,5081,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),69_75,"Professional, scientific and technical activities",TOTAL,Total,2019,,14242,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),41_43,Construction,TOTAL,Total,2018,,9895,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2018,,43777,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),05_39,Industry (except construction),TOTAL,Total,2018,,24446,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),55_56,Accommodation and food service activities,TOTAL,Total,2018,,46596,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,B_EMPL,Number of births (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2012,,93701,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),94_96,Other service activities,TOTAL,Total,2012,,3949,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),94_96,Other service activities,TOTAL,Total,2012,,4802,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),49_53,Transportation and storage,TOTAL,Total,2012,,3365,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),69_75,"Professional, scientific and technical activities",TOTAL,Total,2014,,6313,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),85,Education,TOTAL,Total,2014,,5483,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2014,,56612,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2017,,41291,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),49_53,Transportation and storage,TOTAL,Total,2017,,2716,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),05_82,Business economy,TOTAL,Total,2017,,128622,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),05_39,Industry (except construction),TOTAL,Total,2017,,31183,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),55_56,Accommodation and food service activities,TOTAL,Total,2016,,25000,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),68,Real estate activities,TOTAL,Total,2016,,12100,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),41_43,Construction,TOTAL,Total,2016,,14529,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),68,Real estate activities,TOTAL,Total,2015,,6248,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),05_82,Business economy,TOTAL,Total,2015,,195635,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2004,,4.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2002,,4.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,1994,,3.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,1996,,4.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,69_75,"Professional, scientific and technical activities",TOTAL,Total,2011,,9.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,05_39,Industry (except construction),TOTAL,Total,2011,,13.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,05_82,Business economy,TOTAL,Total,2011,,11.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2010,,4.1,,A,,PC,Percentage,0,Units,,
